Nombre;Categoria;Vencimiento;Stock;Precio;Código
Bebida láctea Chamyto multipack tutti-frutti 6 un. 80 ml;lacteos;2022-07-16;50;679;424466008330
Margarina Light Sureña 500 g;lacteos;2022-07-16;50;1553;639519574288
Margarina sin lactosa 500 g;lacteos;2022-07-16;50;1026;239460223250
Leche cultivada sin lactosa chirimoya 1 L;lacteos;2022-07-16;50;739;921949317396
Leche capuccino sin lactosa 330 cc;lacteos;2022-07-16;50;293;965538597142
Pack 12 un. Leche descremada 100% natural 1 L;lacteos;2022-07-16;50;3756;594136467736
Postre Prestigio Mousse 80g;lacteos;2022-07-16;50;4503;311208003865
Yoghurt batido vainilla 1 kg;lacteos;2022-07-16;50;689;216109721882
Pack 4 un. Jalea frambuesa 100 g;lacteos;2022-07-16;50;593;645562763544
Leche semidescremada plátano 1 L;lacteos;2022-07-16;50;496;840123894044
Yoghurt sin azúcar chía trozos arándano 155 g;lacteos;2022-07-16;50;191;607622170907
Yoghurt griego light berries 120 g;lacteos;2022-07-16;50;165;708223043871
Pack 6 un. Leche sin lactosa descremada 200 ml;lacteos;2022-07-16;50;970;628923033888
Yoghurt vegetal almendra natural endulzado 140 g;lacteos;2022-07-16;50;171;103009315104
Margarina 1 kg;lacteos;2022-07-16;50;1616;365419989279
Pack 12 un. Leche semidescremada sin lactosa 1 L;lacteos;2022-07-16;50;4636;117273315615
Leche Danone Moments Cappuccino 1 L;lacteos;2022-07-16;50;609;807189219620
Yoghurt batido sin lactosa chirimoya 120 g;lacteos;2022-07-16;50;103;534877325605
Yoghurt proteína berries trozos 140 g;lacteos;2022-07-16;50;218;505485781287
Leche polvo instantánea 26 mg 900 g;lacteos;2022-07-16;50;1806;547224660269
Mantequilla con sal 125 g;lacteos;2022-07-16;50;423;661334100270
Postre crème caramel 120 g;lacteos;2022-07-16;50;206;717743229230
Yoghurt + cereal Nestlé Trix 142g;lacteos;2022-07-16;50;188;237740501295
Yoghurt vegetal soya trozos frutilla 140 g;lacteos;2022-07-16;50;171;425068972336
Yoghurt trozos lúcuma y nueces 165 g;lacteos;2022-07-16;50;241;239491762480
Pack 6 un. Leche moments cappuccino 200 ml;lacteos;2022-07-16;50;1058;448771328307
Jalea guinda 110 g;lacteos;2022-07-16;50;111;926928324915
Yoghurt Goodnes Sabor Vainilla 140g;lacteos;2022-07-16;50;156;952015530293
Pack 6 un. Leche descremada 1 L;lacteos;2022-07-16;50;1978;173372901685
Leche cultivada sin lactosa frutilla 1 L;lacteos;2022-07-16;50;739;690929887541
Pack 3 un. Leche cappuccino sin lactosa 330 ml;lacteos;2022-07-16;50;879;594697660728
Huevos grandes color Omega 3 12 unid;lacteos;2022-07-16;50;966;793601927480
Yoghurt + Cereal Nestlé Chocapic+ Milo multipack 5x142g;lacteos;2022-07-16;50;926;624448792890
Postre panna cotta caluga 120 g;lacteos;2022-07-16;50;206;797868755258
Pack 12 un. Leche descremada sin lactosa 1 L;lacteos;2022-07-16;50;4756;122946464060
Pack 12 un. Leche chocolate receta original 1 L;lacteos;2022-07-16;50;6076;923857209661
Leche semidescremada Loncoleche sin lactosa chocolate 1 L;lacteos;2022-07-16;50;546;518040439094
Leche semidescremada 200 ml;lacteos;2022-07-16;50;143;186426419510
Leche proteína chocolate 1 L;lacteos;2022-07-16;50;689;935013501248
Notmilk chocolate 200 ml;lacteos;2022-07-16;50;479;795657996608
Jalea naranja 110 g;lacteos;2022-07-16;50;111;707311765825
Margarina light pote 500 g;lacteos;2022-07-16;50;829;472944339269
Leche polvo semi descremada 800 g;lacteos;2022-07-16;50;10159;994246265157
Leche semidescremada sin lactosa chocolate 200 ml;lacteos;2022-07-16;50;148;790145861959
Pack 12 un. Leche entera sin lactosa 1 L;lacteos;2022-07-16;50;4756;104515160393
Saborizante para leche Nesquik Vainilla Bolsa 380g;lacteos;2022-07-16;50;783;566911936842
Mantequilla vegetal 227 g;lacteos;2022-07-16;50;730;548105136460
Pack 6 un. Leche chocolatada 200 ml;lacteos;2022-07-16;50;938;127152695630
Yoghurt griego light frutilla 120 g;lacteos;2022-07-16;50;165;994198849870
Pack 6 un. Bebida láctea chirimoya 200 ml;lacteos;2022-07-16;50;978;989209880910
Huevo grande de gallina libre 12 un.;lacteos;2022-07-16;50;1049;310941919569
Yoghurt con trozos de fruta Danone coco rallado 110 g;lacteos;2022-07-16;50;153;718238132561
Pack 12 un. Leche semidescremada sin lactosa 1 L;lacteos;2022-07-16;50;4756;650536372565
Yoghurt batido damasco 1 kg;lacteos;2022-07-16;50;689;143256283481
Pack 12 un. Leche natural sin lactosa 1 L;lacteos;2022-07-16;50;4636;317990627679
Pack 4 un. Jalea arándano 100 g;lacteos;2022-07-16;50;593;550574926176
Pack 12 un. Leche chocolate 1 L;lacteos;2022-07-16;50;5756;663160940897
Leche Break sin lactosa chocolate y avellana 1 L;lacteos;2022-07-16;50;643;843728652639
Pack 6 un. Probiótico defensas sabor frutilla 80 ml;lacteos;2022-07-16;50;706;530773682530
Leche sin lactosa frutilla 1 L;lacteos;2022-07-16;50;546;844365760868
Yoghurt trozos nueces y cranberries 165 g;lacteos;2022-07-16;50;241;975696980329
Leche Moments cappuccino 200 ml;lacteos;2022-07-16;50;195;254448806250
Leche semidescremada chocolate blanco 1 L;lacteos;2022-07-16;50;506;535753427306
Pack 6 un. Leche chocolate 1 L;lacteos;2022-07-16;50;2558;451552913769
Saborizante para leche Nesquik Chocolate Sin Azúcar Añadida Tarro 350g;lacteos;2022-07-16;50;1256;672798214510
Levadura fresca 500 g;lacteos;2022-07-16;50;776;120664205680
Mantequilla de campo 230 g;lacteos;2022-07-16;50;1023;591156201842
Pack 3 un. Leche light cappuccino prisma 330 ml;lacteos;2022-07-16;50;879;919495092594
Yogurt Triple Zero natural 900 g;lacteos;2022-07-16;50;726;905963612532
Leche receta original chocolate 200 ml;lacteos;2022-07-16;50;148;292183255414
Yogurt Activia sin lactosa Bolsa 900g;lacteos;2022-07-16;50;726;189412862334
Yoghurt griego proteína durazno;lacteos;2022-07-16;50;151;471574194558
Leche Protein Full Pro vainilla 250 ml;lacteos;2022-07-16;50;463;814707968385
Leche descremada sin lactosa 200 ml;lacteos;2022-07-16;50;161;627943745922
Huevos de codorniz 24 un.;lacteos;2022-07-16;50;973;554886801793
Leche café caramelo sin lactosa 330 cc;lacteos;2022-07-16;50;293;363839908232
Bebida láctea Yogu Yogu sabor mora 200 ml;lacteos;2022-07-16;50;168;826461841801
Leche proteína chocolate 200 ml;lacteos;2022-07-16;50;171;320014158218
Leche Trencito Chocolate 200ml;lacteos;2022-07-16;50;291;364503419275
Yoghurt batido sin lactosa chirimoya 1 kg;lacteos;2022-07-16;50;563;155922286993
Pack 6 un. Bebida láctea damasco 200 ml;lacteos;2022-07-16;50;978;527852956051
Alimento de Avena Nestlé Veggie Probióticos Natural 140g;lacteos;2022-07-16;50;206;247031015830
Pack 6 un. Leche saborizada individual vainilla 200 ml;lacteos;2022-07-16;50;938;182833867159
Pack 6 un. Leche moments moca 200 ml;lacteos;2022-07-16;50;1058;109861284250
Yoghurt sin lactosa trozos frutilla 155 g;lacteos;2022-07-16;50;201;626318199194
Pack 6 un. Leche semidescremada sin lactosa 200 ml;lacteos;2022-07-16;50;938;452676438428
Leche semidescremada Loncoleche sabor chocolate 1 L;lacteos;2022-07-16;50;496;829358270882
Pack 3 un. Leche caramelo prisma 330 ml;lacteos;2022-07-16;50;879;677802731939
Leche saborizada Danone Moments Moca 200 ml;lacteos;2022-07-16;50;195;665061091748
Bebida láctea Yogu Yogu sabor frutilla 200 ml;lacteos;2022-07-16;50;168;561407314342
Leche Milo 200ml;lacteos;2022-07-16;50;6633;605372017063
Bebida láctea Máxima 800 g;lacteos;2022-07-16;50;1053;831877220776
Yoghurt natural 0% pote 800 g;lacteos;2022-07-16;50;826;171459750312
Pack 6 un. Bebida láctea manjar 170 ml;lacteos;2022-07-16;50;998;311510436263
Bebida láctea Yogu Yogu sabor chirimoya 200 ml;lacteos;2022-07-16;50;168;345494186407
Pack 12 un. Leche chocolate sin tapa 1 L;lacteos;2022-07-16;50;5756;646725470636
Pack 12 un. Leche semidescremada chocolate 1 L;lacteos;2022-07-16;50;6076;810407766445
Pack 6 un. Leche semidescremada 200 ml;lacteos;2022-07-16;50;858;170035890606
Leche en Polvo Ideal Instantánea 900g;lacteos;2022-07-16;50;1729;414891944366
Leche proteína semidescremada natural 1 L;lacteos;2022-07-16;50;609;378610289072
Pack 12 un. Leche extra proteína 1 L;lacteos;2022-07-16;50;6596;428473149873
Mantequilla sin lactosa 250 g;lacteos;2022-07-16;50;959;810466216370
Pack 6 un. Probióticos frutilla 90 ml;lacteos;2022-07-16;50;586;596858825133
Pack 6 un. Bebida láctea manzana 80 ml;lacteos;2022-07-16;50;3594;941513279926
Leche descremada sin lactosa Loncoleche extra calcio 1 L;lacteos;2022-07-16;50;546;258719742052
Leche semidescremada sin lactosa Loncoleche 200 ml;lacteos;2022-07-16;50;161;110333577658
Pack 6 un. Bebida láctea chocolate 170 ml;lacteos;2022-07-16;50;998;427755473340
Margarina untable aceite oliva 250 g;lacteos;2022-07-16;50;743;867848063420
Yoghurt trozos manzana pera 165 g;lacteos;2022-07-16;50;205;917503232446
Bebida Láctea Loncoleche Shake Shake sabor Manjar 170 cc;lacteos;2022-07-16;50;168;217699502526
Yoghurt light Colun sin lactosa chirimoya 1 kg;lacteos;2022-07-16;50;629;851387083197
Leche vainilla 200 ml;lacteos;2022-07-16;50;161;366409075138
Leche en Polvo Nido Etapa 5+ Tarro 1600g;lacteos;2022-07-16;50;5396;683117709765
Pack 6 un. Bebida láctea frambuesa 80 ml;lacteos;2022-07-16;50;679;159392377286
Leche en Polvo Svelty Colágeno Sin Lactosa 500g;lacteos;2022-07-16;50;2666;925829630406
Huevos extra blancos 12 un.;lacteos;2022-07-16;50;7006;562532288968
Margarina light 500 g;lacteos;2022-07-16;50;629;454214724039
Pack 6 un. Bebida láctea natural 80 ml;lacteos;2022-07-16;50;679;190272293323
Leche Cultivada Colun Light con Fibra Frutilla 180 ml;lacteos;2022-07-16;50;161;566777293260
Yoghurt batido vainilla 1 kg;lacteos;2022-07-16;50;489;287422867917
Pack 12 un. Leche semidescremada frutilla 1 L;lacteos;2022-07-16;50;6076;586489956821
Leche culivada vainilla 1 L;lacteos;2022-07-16;50;659;408129423831
Bebida láctea Yogu Yogu sabor damasco 200 ml;lacteos;2022-07-16;50;168;784073886169
Yoghurt light Colun sin lactosa frutilla 1 kg;lacteos;2022-07-16;50;629;738184653274
Pack 12 un. Leche saborizada frutilla 1 L;lacteos;2022-07-16;50;5796;753920526812
Yoghurt Protein Plus probiótico frutilla 130 g;lacteos;2022-07-16;50;6098;532209977821
Pack 12 un. Leche sin lactosa chocolate 1 L;lacteos;2022-07-16;50;5996;668652349917
Pack 12 un. Leche saborizada vainilla 1 L;lacteos;2022-07-16;50;5796;856720746975
Pack 12 un. Leche sin lactosa extra calcio 1 L;lacteos;2022-07-16;50;5596;432893143520
Leche polvo extra calcio descremada 800 g;lacteos;2022-07-16;50;2256;995846769120
Pack 12 un. Leche sin lactosa frutilla 1 L;lacteos;2022-07-16;50;5996;525376301537
Bocado con salsa de chocolate 120 g;lacteos;2022-07-16;50;9996;317178513894
Bocado con salsa de berries 120 g;lacteos;2022-07-16;50;6228;635971439080
Pack 12 un. Leche saborizada manjar 1 L;lacteos;2022-07-16;50;5796;813069265384
Pack 12 un. Leche saborizada plátano 1 L;lacteos;2022-07-16;50;5796;100068870634
Leche sin lactosa light chocolate 1 L;lacteos;2022-07-16;50;546;402572970474
Leche cultivada probiótico y vitamina D frutilla 1 L;lacteos;2022-07-16;50;1393;763751991788
Yoghurt trozos berries pote 800 g;lacteos;2022-07-16;50;889;367228357101
Pack 12 un. Leche saborizada light chocolate 1 L;lacteos;2022-07-16;50;5996;882528307694
Leche cultivada probiótico y vitamina D chirimoya 1 L;lacteos;2022-07-16;50;1393;837906614770
Yoghurt griego natural 400 g;lacteos;2022-07-16;50;396;215495969267
Mantequilla ultra light Quillayes 200 g;lacteos;2022-07-16;50;4406;496376957429
Saborizante para leche Nestlé Cacao Dark 230g;lacteos;2022-07-16;50;1199;875615177205
Bebida Láctea Loncoleche Shake Shake sabor Chocolate 170 cc;lacteos;2022-07-16;50;168;847692376566
Yoghurt griego proteína berries;lacteos;2022-07-16;50;151;346987481592
Cacao dulce en polvo 200 g;lacteos;2022-07-16;50;253;514125720058
Leche descremada light Loncoleche sabor chocolate 1 L;lacteos;2022-07-16;50;529;404295666172
Yoghurt probiótico y vitamina D frutilla 120 g;lacteos;2022-07-16;50;9956;188972853757
Yoghurt probiótico y vitamina D chirimoya 120 g;lacteos;2022-07-16;50;4190;172714732028
Nargarina con sal 1 kg;lacteos;2022-07-16;50;1259;920404011527
Yoghurt light & fre SKYR berries 140 g;lacteos;2022-07-16;50;3916;907592911368
Yoghurt Goodnes Skyr Frutilla 140g;lacteos;2022-07-16;50;2006;238766066186
Yoghurt light & fre SKYR durazno 140 g;lacteos;2022-07-16;50;5625;706842872332
Huevos Plus Omega 3 6 unid;lacteos;2022-07-16;50;2398;434980514316
Cocoa dulce en polvo 200 g;lacteos;2022-07-16;50;313;783586806284
Yoghurt probiótico y vitamina D vainilla 120 g;lacteos;2022-07-16;50;10093;808466136684
Mantequilla vegetal aceite coco 125 g;lacteos;2022-07-16;50;1033;604089764374
Pack 12 un. Leche saborizada chocolate 1 L;lacteos;2022-07-16;50;5796;339227814422
Leche cultivada light 0% + fibra frutilla 1 L;lacteos;2022-07-16;50;10214;792164215323
Chocolate en polvo 800 g;lacteos;2022-07-16;50;1333;841748974109
Yogurt Triple Zero durazno 150 g;lacteos;2022-07-16;50;185;926890060322
Postre de chocolate Trencito Mousse 70g;postres;2022-07-16;50;193;723518204451
Jalea frambuesa 100 g;postres;2022-07-16;50;81;987539270179
Jalea limón 100 g;postres;2022-07-16;50;81;686058244645
Jalea guinda 100 g;postres;2022-07-16;50;81;559290722855
Postre Manjarate 80 g;postres;2022-07-16;50;203;363064666664
Jalea Nestlé Frambuesa 110g;postres;2022-07-16;50;105;716662385192
Jalea Nestlé Piña 110g;postres;2022-07-16;50;105;106910157354
Postre Chandelle Crema sabor chocolate 130g;postres;2022-07-16;50;226;994993736235
Flan vainilla con salsa de caramelo 120 g;postres;2022-07-16;50;115;607497185836
Sémola con Leche Nestlé Salsa de Caramelo 135g;postres;2022-07-16;50;195;479715650096
Flan Colun Vainilla 100 g;postres;2022-07-16;50;105;135516555824
Petit suisse Chiquitín Frutilla 45g;postres;2022-07-16;50;89;737005636144
Jalea Nestlé Guinda 110g;postres;2022-07-16;50;105;100039510582
Flan manjar Colun 100 g;postres;2022-07-16;50;105;896132532794
Sémola con leche y salsa de caramelo 140 g;postres;2022-07-16;50;201;724238043708
Postre Chandelle Crema manjar 130g;postres;2022-07-16;50;226;391633127996
Flan Colun sabor chocolate 100 g;postres;2022-07-16;50;105;625411918396
Postre Sahne Nuss Mousse de chocolate 100g;postres;2022-07-16;50;223;740124846657
Postre Nestlé Leche Asada 120g;postres;2022-07-16;50;189;392208337482
Jalea Nestlé Naranja 110g;postres;2022-07-16;50;105;554299271756
Flan de caramelo Postres de la Abuela 120 g;postres;2022-07-16;50;115;523432634959
Petit suisse Chiquitín Plátano 45g;postres;2022-07-16;50;89;597726726735
Sémola con leche y salsa de frambuesa 140 g;postres;2022-07-16;50;201;668330748498
Jalea frambuesa 110 g;postres;2022-07-16;50;111;669795863126
Compota Nestlé Manzana 120g;postres;2022-07-16;50;135;786779425367
Postre panna cotta salsa de frambuesa 120 g;postres;2022-07-16;50;206;996478233177
Compota Nestlé Pera 120g;postres;2022-07-16;50;135;204800592474
Flan Nestlé Vainilla 110g;postres;2022-07-16;50;109;210527177307
Jalea piña 110 g;postres;2022-07-16;50;111;925827811932
Postre Chandelle Crema sabor lúcuma 130g;postres;2022-07-16;50;226;336225290844
Postre Manjarate White 80 g;postres;2022-07-16;50;203;146161732190
Postre Manjarate Black 80 g;postres;2022-07-16;50;203;183139117663
Petit suisse Chiquitín Frutilla multipack 12x45g;postres;2022-07-16;50;1023;864443189856
Postre del sur chocolate 95 g;postres;2022-07-16;50;165;438166145631
Postre del sur tres leches 95 g;postres;2022-07-16;50;165;412437989986
Petit suisse Chiquitín Damasco 45g;postres;2022-07-16;50;89;743778503259
Sémola con leche y salsa de damasco 140 g;postres;2022-07-16;50;201;474002016863
Postre Chandelle sin lactosa manjar 130 g;postres;2022-07-16;50;239;334343146077
Postre del sur manjar 95 g;postres;2022-07-16;50;165;657145088614
Postre Prestigio Mousse 80g;postres;2022-07-16;50;2759;856759003750
Pack 4 un. Jalea frambuesa 100 g;postres;2022-07-16;50;593;564490144351
Postre crème caramel 120 g;postres;2022-07-16;50;206;986541353577
Jalea guinda 110 g;postres;2022-07-16;50;111;525090507371
Postre panna cotta caluga 120 g;postres;2022-07-16;50;206;779169000043
Jalea naranja 110 g;postres;2022-07-16;50;111;232532077164
Pack 4 un. Jalea arándano 100 g;postres;2022-07-16;50;593;596252068461
Bocado con salsa de chocolate 120 g;postres;2022-07-16;50;3720;447716543088
Bocado con salsa de berries 120 g;postres;2022-07-16;50;7201;319492835955
Margarina mix pote 500 g;mantequillas y margarinas;2022-07-16;50;1713;209135078003
Margarina canola pote 400 g;mantequillas y margarinas;2022-07-16;50;663;180030032500
Mantequilla con sal 250 g;mantequillas y margarinas;2022-07-16;50;1456;137497922166
Mantequilla con sal 250 g;mantequillas y margarinas;2022-07-16;50;819;561784892026
Mantequilla con sal 250 g;mantequillas y margarinas;2022-07-16;50;753;905550596731
Margarina con sal 500 g;mantequillas y margarinas;2022-07-16;50;663;263502047869
Mantequilla con sal 125 g;mantequillas y margarinas;2022-07-16;50;423;531005082238
Mantequilla Los Alerces 125 g;mantequillas y margarinas;2022-07-16;50;396;947883264638
Margarina 500 g;mantequillas y margarinas;2022-07-16;50;619;226763672192
Mantequilla sin sal 250 g;mantequillas y margarinas;2022-07-16;50;833;599474547327
Mantequilla con sal 125 g;mantequillas y margarinas;2022-07-16;50;433;595761277571
Mantequilla sin sal 250 g;mantequillas y margarinas;2022-07-16;50;1443;314629171844
Mantequilla 200 g;mantequillas y margarinas;2022-07-16;50;876;659465079429
Manteca 200 g;mantequillas y margarinas;2022-07-16;50;446;782954867332
Margarina Deline pote 500 g;mantequillas y margarinas;2022-07-16;50;463;785312516741
Manteca 200 g;mantequillas y margarinas;2022-07-16;50;443;502036433544
Mantequilla con sal 250 g;mantequillas y margarinas;2022-07-16;50;826;392878271112
Mantequilla con sal de mar 250 g;mantequillas y margarinas;2022-07-16;50;796;480991791756
Mantequilla untable 200 g;mantequillas y margarinas;2022-07-16;50;943;332407253645
Mantequilla con sal 250 g;mantequillas y margarinas;2022-07-16;50;826;928979683982
Margarina Mix 500 g;mantequillas y margarinas;2022-07-16;50;1023;683525696142
Margarina1 kg;mantequillas y margarinas;2022-07-16;50;976;780135975567
Margarina Bonella Sabor Mantequilla Pote 500 g;mantequillas y margarinas;2022-07-16;50;859;364858509968
Margarina Sureña 500 g;mantequillas y margarinas;2022-07-16;50;1577;430209247890
Mantequilla untable con sal 350 g;mantequillas y margarinas;2022-07-16;50;1183;603810900629
Margarina light 250 g;mantequillas y margarinas;2022-07-16;50;346;934321777302
Levadura fresca 38 g;mantequillas y margarinas;2022-07-16;50;149;120567343770
Mantequilla de campo 250 g;mantequillas y margarinas;2022-07-16;50;999;331171506842
Levadura fresca 38 g;mantequillas y margarinas;2022-07-16;50;136;932532677278
